欠压160V,欠压180V,欠压200V,正常220V,老化10Ω,老化50Ω,线圈卡涩,过压240V
4.49000 ,5.29667 ,5.80667 ,5.89333 ,5.64333 ,5.19667 ,6.93333 ,5.90667 
4.54333 ,5.26000 ,5.86333 ,5.86333 ,5.65000 ,5.20667 ,6.92000 ,5.96667 
4.64000 ,5.37667 ,5.89333 ,5.90000 ,5.67000 ,5.19667 ,6.97000 ,5.89333 
4.64667 ,5.35667 ,5.83667 ,5.94333 ,5.71333 ,5.11000 ,7.00000 ,5.86333 
4.59333 ,5.39000 ,5.84333 ,5.92667 ,5.72333 ,5.06000 ,7.03000 ,5.81333 
4.59333 ,5.37000 ,5.78333 ,5.87667 ,5.71667 ,5.14667 ,7.01667 ,5.80333 
4.53000 ,5.29667 ,5.77667 ,5.83333 ,5.62000 ,5.19000 ,7.00333 ,5.77000 
4.58000 ,5.29667 ,5.72333 ,5.84667 ,5.58333 ,5.22000 ,6.95667 ,5.81333 
4.55000 ,5.28667 ,5.74667 ,5.91333 ,5.70667 ,5.17667 ,6.93667 ,5.77667 
4.57333 ,5.29667 ,5.76000 ,5.95000 ,5.68667 ,5.13333 ,7.04000 ,5.80333 
4.60333 ,5.30333 ,5.78333 ,5.89333 ,5.76667 ,5.09667 ,7.09667 ,5.83333 
4.63000 ,5.34000 ,5.82667 ,5.87667 ,5.65667 ,5.08000 ,7.06000 ,5.83333 
4.65333 ,5.34000 ,5.81333 ,5.84667 ,5.70667 ,5.05000 ,7.03000 ,5.83333 
4.66000 ,5.38333 ,5.81333 ,5.81667 ,5.59667 ,5.08000 ,6.97000 ,5.72333 
4.63333 ,5.35333 ,5.78333 ,5.78000 ,5.59667 ,5.09667 ,6.98000 ,5.73000 
4.58667 ,5.29667 ,5.71000 ,5.82333 ,5.57667 ,5.09667 ,6.97333 ,5.79667 
4.58667 ,5.26000 ,5.80333 ,5.77333 ,5.60333 ,5.14000 ,6.98000 ,5.82000 
4.69000 ,5.32667 ,5.84333 ,5.82333 ,5.64333 ,5.08000 ,6.98667 ,5.82000 
4.72667 ,5.36333 ,5.82667 ,5.83333 ,5.65667 ,5.09333 ,7.04667 ,5.79000 
4.60000 ,5.35667 ,5.79000 ,5.84667 ,5.68000 ,5.06000 ,7.09667 ,5.75333 
4.64667 ,5.32667 ,5.72333 ,5.85667 ,5.65000 ,5.06000 ,7.07333 ,5.69333 
4.65333 ,5.32000 ,5.71667 ,5.81000 ,5.63333 ,5.12333 ,7.07333 ,5.67333 
4.64667 ,5.27333 ,5.69333 ,5.72333 ,5.60333 ,5.14000 ,7.01667 ,5.70000 
4.64000 ,5.26667 ,5.69333 ,5.80333 ,5.52333 ,5.08667 ,6.97000 ,5.68667 
4.65333 ,5.26667 ,5.71000 ,5.87667 ,5.59000 ,5.08000 ,7.03667 ,5.72333 
4.66000 ,5.27333 ,5.73000 ,5.86333 ,5.67000 ,5.03667 ,7.10333 ,5.74000 
4.70333 ,5.29000 ,5.73000 ,5.81000 ,5.67667 ,5.02000 ,7.11333 ,5.74667 
4.70333 ,5.30333 ,5.76667 ,5.75333 ,5.62000 ,5.00000 ,7.11333 ,5.76667 
4.72000 ,5.32667 ,5.70333 ,5.75000 ,5.59667 ,5.00667 ,7.09667 ,5.72333 
4.72667 ,5.34667 ,5.69333 ,5.74333 ,5.57667 ,5.02000 ,7.05333 ,5.63667 
4.69667 ,5.29000 ,5.63667 ,5.72333 ,5.51667 ,5.02000 ,6.98000 ,5.65667 
4.66667 ,5.24333 ,5.66333 ,5.73667 ,5.55333 ,5.05000 ,7.02333 ,5.73333 
4.70667 ,5.23667 ,5.73333 ,5.78000 ,5.55333 ,5.05667 ,7.04667 ,5.78333 
4.76333 ,5.31000 ,5.75333 ,5.78667 ,5.59000 ,5.04333 ,7.07333 ,5.68000 
4.79333 ,5.30333 ,5.70333 ,5.79667 ,5.61333 ,4.96333 ,7.10667 ,5.68000 
4.75000 ,5.30333 ,5.70000 ,5.81667 ,5.64000 ,4.85000 ,7.13333 ,5.65667 
4.75000 ,5.27333 ,5.65000 ,5.72333 ,5.62000 ,4.98333 ,7.14333 ,5.62000 
4.70667 ,5.23000 ,5.62667 ,5.69333 ,5.43333 ,5.00000 ,7.14000 ,5.62667 
4.72000 ,5.24333 ,5.58333 ,5.70667 ,5.54000 ,5.06000 ,7.09667 ,5.63667 
4.73333 ,5.18667 ,5.61333 ,5.78667 ,5.55333 ,5.03000 ,7.06000 ,5.64333 
4.73667 ,5.20000 ,5.62000 ,5.81667 ,5.63333 ,4.94667 ,7.18000 ,5.67333 
4.74333 ,5.21333 ,5.64333 ,5.79667 ,5.61000 ,4.92000 ,7.21000 ,5.67333 
4.78667 ,5.24333 ,5.62000 ,5.76667 ,5.61333 ,4.92000 ,7.18667 ,5.65667 
4.80667 ,5.22333 ,5.64333 ,5.70667 ,5.51667 ,4.89000 ,7.15000 ,5.68667 
4.82333 ,5.26000 ,5.63667 ,5.71333 ,5.52333 ,4.88667 ,7.12000 ,5.63667 
4.77000 ,5.23667 ,5.60000 ,5.68667 ,5.50667 ,4.90333 ,7.12667 ,5.59000 
4.76333 ,5.21667 ,5.49667 ,5.70000 ,5.48000 ,4.92667 ,7.09000 ,5.59000 
4.75667 ,5.11333 ,5.62667 ,5.70000 ,5.45667 ,4.99000 ,7.12000 ,5.68667 
4.83000 ,5.19333 ,5.64333 ,5.66333 ,5.50667 ,4.94667 ,7.09000 ,5.71000 
4.86000 ,5.25000 ,5.62667 ,5.75333 ,5.53667 ,4.91667 ,7.17000 ,5.64333 
4.82333 ,5.26000 ,5.57000 ,5.76667 ,5.54000 ,4.90333 ,7.21000 ,5.62000 
4.80667 ,5.20000 ,5.52667 ,5.76000 ,5.54667 ,4.87333 ,7.21667 ,5.59667 
4.80000 ,5.16333 ,5.57667 ,5.71333 ,5.53667 ,4.94000 ,7.23000 ,5.59667 
4.77333 ,5.13333 ,5.50333 ,5.65667 ,5.39667 ,4.95333 ,7.17000 ,5.57667 
4.76333 ,5.14000 ,5.39000 ,5.72333 ,5.43667 ,4.92000 ,7.11333 ,5.57000 
4.73667 ,5.11333 ,5.48667 ,5.79000 ,5.48667 ,4.91667 ,7.19333 ,5.60667 
4.79333 ,5.12000 ,5.51667 ,5.80333 ,5.55333 ,4.86000 ,7.25333 ,5.66333 
4.81000 ,5.12667 ,5.52333 ,5.73667 ,5.51000 ,4.84333 ,7.31000 ,5.65667 
4.82333 ,5.14667 ,5.54000 ,5.72000 ,5.49333 ,4.79333 ,7.26000 ,5.65667 
4.86667 ,5.17000 ,5.53333 ,5.67667 ,5.44333 ,4.80000 ,7.21667 ,5.59000 
4.83000 ,5.12667 ,5.47333 ,5.67000 ,5.37667 ,4.84333 ,7.20667 ,5.55333 
4.77333 ,5.11333 ,5.43667 ,5.62000 ,5.47000 ,4.88667 ,7.19333 ,5.57667 
4.73667 ,5.09000 ,5.43667 ,5.65667 ,5.40333 ,4.83667 ,7.18000 ,5.62667 
4.80667 ,5.07333 ,5.49333 ,5.70000 ,5.39000 ,4.84333 ,7.20667 ,5.69333 
4.83667 ,5.12667 ,5.53333 ,5.71333 ,5.40667 ,4.85333 ,7.23667 ,5.64333 
4.86667 ,5.09000 ,5.49333 ,5.75000 ,5.40333 ,4.78667 ,7.26667 ,5.60000 
4.83000 ,5.12000 ,5.45667 ,5.72000 ,5.43333 ,4.72667 ,7.23000 ,5.56000 
4.83667 ,5.09667 ,5.39000 ,5.67000 ,5.42667 ,4.83000 ,7.29667 ,5.54667 
4.70667 ,5.04333 ,5.39000 ,5.65667 ,5.41333 ,4.82333 ,7.31333 ,5.51667 
4.76333 ,5.02333 ,5.38333 ,5.56000 ,5.28000 ,4.87333 ,7.24667 ,5.54667 
4.77000 ,5.02333 ,5.34667 ,5.70000 ,5.40333 ,4.82000 ,7.24333 ,5.55333 
4.77000 ,5.02333 ,5.35667 ,5.74333 ,5.41333 ,4.79333 ,7.31000 ,5.57000 
4.80000 ,5.01667 ,5.39333 ,5.72000 ,5.45000 ,4.77000 ,7.38667 ,5.58333 
4.80667 ,5.02333 ,5.40000 ,5.70000 ,5.37000 ,4.72667 ,7.37000 ,5.59667 
4.80667 ,5.02333 ,5.42000 ,5.64000 ,5.34000 ,4.73333 ,7.32667 ,5.60667 
4.85333 ,5.06667 ,5.37667 ,5.63333 ,5.31000 ,4.71667 ,7.28333 ,5.55333 
4.80667 ,5.02333 ,5.34000 ,5.59000 ,5.30333 ,4.73333 ,7.29000 ,5.47333 
4.75000 ,4.98667 ,5.28000 ,5.59000 ,5.28000 ,4.73333 ,7.28333 ,5.54000 
4.76333 ,4.91000 ,5.35667 ,5.58333 ,5.26333 ,4.77667 ,7.28333 ,5.60667 
4.83667 ,5.01333 ,5.37667 ,5.63333 ,5.28000 ,4.77000 ,7.29000 ,5.60000 
4.83667 ,5.03667 ,5.35667 ,5.64000 ,5.32333 ,4.74000 ,7.33333 ,5.57000 
4.78000 ,5.03000 ,5.35333 ,5.67000 ,5.32333 ,4.69000 ,7.38333 ,5.50333 
4.79333 ,4.99333 ,5.32000 ,5.58333 ,5.36667 ,4.64667 ,7.38667 ,5.48667 
4.77000 ,4.94333 ,5.25333 ,5.57333 ,5.20667 ,4.72667 ,7.39333 ,5.48000 
4.75000 ,4.91000 ,5.25000 ,5.54333 ,5.25000 ,4.79333 ,7.27333 ,5.46000 
4.75667 ,4.91000 ,5.24333 ,5.58333 ,5.17000 ,4.77000 ,7.26667 ,5.44333 
4.70333 ,4.88333 ,5.23000 ,5.63333 ,5.28667 ,4.69000 ,7.38333 ,5.49667 
4.73333 ,4.91000 ,5.25333 ,5.64000 ,5.31000 ,4.66000 ,7.43000 ,5.51000 
4.78000 ,4.91333 ,5.25333 ,5.59667 ,5.28000 ,4.66667 ,7.47333 ,5.52667 
4.77333 ,4.94000 ,5.26667 ,5.55333 ,5.25000 ,4.61667 ,7.43667 ,5.51000 
4.78000 ,4.92667 ,5.27333 ,5.48000 ,5.20667 ,4.64333 ,7.41667 ,5.47333 
4.77000 ,4.90333 ,5.21333 ,5.49333 ,5.17667 ,4.59333 ,7.38333 ,5.38333 
4.72667 ,4.89667 ,5.17000 ,5.48667 ,5.14000 ,4.64667 ,7.35000 ,5.41333 
4.67000 ,4.84000 ,5.13333 ,5.47667 ,5.16000 ,4.67333 ,7.36333 ,5.45667 
4.73667 ,4.81667 ,5.23667 ,5.50667 ,5.12667 ,4.66667 ,7.37667 ,5.50333 
4.74333 ,4.90333 ,5.26000 ,5.48000 ,5.16000 ,4.66667 ,7.42333 ,5.46000 
4.78000 ,4.88333 ,5.20000 ,5.51333 ,5.17000 ,4.58667 ,7.43667 ,5.41333 
4.74333 ,4.90333 ,5.17000 ,5.51667 ,5.16333 ,4.54000 ,7.47333 ,5.37000 
4.73333 ,4.86000 ,5.15000 ,5.43333 ,5.22000 ,4.63667 ,7.49000 ,5.31000 
4.63000 ,4.81667 ,5.10333 ,5.39667 ,5.08667 ,4.64667 ,7.49000 ,5.26000 
4.66667 ,4.80667 ,5.06667 ,5.39667 ,5.09333 ,4.63667 ,7.43000 ,5.25333 
4.67667 ,4.80667 ,5.08333 ,5.45000 ,5.05667 ,4.63000 ,7.40000 ,5.24333 
4.67667 ,4.78000 ,5.08000 ,5.48667 ,5.12333 ,4.61333 ,7.44333 ,5.27333 
4.69667 ,4.76333 ,5.10333 ,5.44000 ,5.12667 ,4.56333 ,7.57000 ,5.26000 
4.72000 ,4.80000 ,5.09000 ,5.40333 ,5.09667 ,4.49667 ,7.54667 ,5.23000 
4.72000 ,4.81000 ,5.12000 ,5.36000 ,5.07333 ,4.52000 ,7.51000 ,5.22333 
4.72000 ,4.83000 ,5.02333 ,5.31667 ,5.00000 ,4.52667 ,7.49000 ,5.12000 
4.66667 ,4.78667 ,5.03000 ,5.27333 ,5.00667 ,4.54333 ,7.47333 ,5.01333 
4.63333 ,4.77000 ,5.00000 ,5.25000 ,5.01333 ,4.57667 ,7.46000 ,5.07333 
4.64667 ,4.70333 ,5.02333 ,5.27333 ,4.95333 ,4.53333 ,7.48000 ,5.08333 
4.71333 ,4.74333 ,5.07333 ,5.25667 ,4.97667 ,4.58667 ,7.47333 ,5.04667 
4.71333 ,4.78667 ,5.09667 ,5.26333 ,5.00000 ,4.52000 ,7.53333 ,4.94000 
4.70333 ,4.78667 ,5.01667 ,5.28667 ,5.02333 ,4.49667 ,7.57000 ,4.92000 
4.65333 ,4.76333 ,4.98000 ,5.26333 ,5.01333 ,4.49000 ,7.57000 ,4.98667 
4.61667 ,4.73333 ,4.91000 ,5.16667 ,4.95333 ,4.54000 ,7.62000 ,5.04667 
4.60000 ,4.67667 ,4.92000 ,5.13667 ,4.89000 ,4.58667 ,7.56333 ,5.12667 
4.58667 ,4.66667 ,4.92000 ,5.16667 ,4.85333 ,4.55667 ,7.50333 ,5.29667 
4.58667 ,4.64667 ,4.89667 ,5.15333 ,4.92000 ,4.49000 ,7.56333 ,5.45000 
4.60333 ,4.66667 ,4.92000 ,5.16667 ,4.98333 ,4.47667 ,7.60667 ,5.62667 
4.61000 ,4.66000 ,4.90333 ,5.09333 ,4.98333 ,4.46000 ,7.69333 ,5.74000 
4.61667 ,4.66667 ,4.96333 ,5.05000 ,4.89000 ,4.42333 ,7.55333 ,5.88667 
4.64667 ,4.70667 ,4.91000 ,4.97000 ,4.82333 ,4.44000 ,7.59333 ,5.98333 
4.61667 ,4.69667 ,4.86000 ,4.93333 ,4.80000 ,4.43667 ,7.59000 ,6.07667 
4.56333 ,4.63333 ,4.81000 ,4.89333 ,4.75667 ,4.46000 ,7.55667 ,6.22000 
4.53000 ,4.58667 ,4.82333 ,4.88667 ,4.70333 ,4.48333 ,7.57000 ,6.38000 
4.57333 ,4.58667 ,4.84667 ,4.88000 ,4.71000 ,4.49000 ,7.57667 ,6.53667 
4.59333 ,4.66667 ,4.88333 ,4.85667 ,4.74000 ,4.47667 ,7.59333 ,6.58667 
4.62333 ,4.65333 ,4.85333 ,4.82667 ,4.73333 ,4.37333 ,7.66000 ,6.63333 
4.58667 ,4.64667 ,4.79333 ,4.78333 ,4.71667 ,4.36333 ,7.68000 ,6.64667 
4.56333 ,4.63333 ,4.73667 ,4.65667 ,4.74667 ,4.43000 ,7.68667 ,6.70000 
4.53000 ,4.56667 ,4.73333 ,4.60000 ,4.63667 ,4.43000 ,7.67333 ,6.75667 
4.51333 ,4.56333 ,4.69667 ,4.55333 ,4.57667 ,4.49000 ,7.62333 ,6.82333 
4.48333 ,4.52667 ,4.67000 ,4.57000 ,4.59333 ,4.42333 ,7.63000 ,6.89000 
4.48333 ,4.52000 ,4.67000 ,4.63667 ,4.58667 ,4.41000 ,7.70333 ,6.99333 
4.52000 ,4.52667 ,4.69000 ,4.67333 ,4.61667 ,4.37333 ,7.72667 ,7.07667 
4.52000 ,4.56333 ,4.67000 ,4.74667 ,4.55000 ,4.34333 ,7.76333 ,7.13333 
4.51333 ,4.55000 ,4.67000 ,4.81333 ,4.49667 ,4.35667 ,7.72333 ,7.17000 
4.53667 ,4.56333 ,4.66000 ,4.94667 ,4.40667 ,4.33333 ,7.68667 ,7.18000 
4.52000 ,4.57333 ,4.61000 ,5.02667 ,4.37333 ,4.35667 ,7.63667 ,7.15667 
4.44667 ,4.53000 ,4.56667 ,5.12333 ,4.33333 ,4.40000 ,7.64333 ,7.30333 
4.44000 ,4.44667 ,4.53000 ,5.25667 ,4.27000 ,4.37333 ,7.67333 ,7.39333 
4.52667 ,4.49000 ,4.58000 ,5.42667 ,4.26000 ,4.37333 ,7.69333 ,7.43667 
4.53000 ,4.53000 ,4.58667 ,5.51667 ,4.21000 ,4.37333 ,7.68667 ,7.42333 
4.50667 ,4.54333 ,4.52000 ,5.68667 ,4.23333 ,4.33333 ,7.70333 ,7.41667 
4.46333 ,4.50000 ,4.47000 ,5.82667 ,4.14333 ,4.30667 ,7.78333 ,7.38667 
4.44000 ,4.47000 ,4.41667 ,5.86333 ,4.12000 ,4.35000 ,7.79000 ,7.35667 
4.42333 ,4.44000 ,4.39333 ,5.91333 ,4.01667 ,4.37333 ,7.73333 ,7.38667 
4.41667 ,4.42333 ,4.35000 ,6.04000 ,4.01000 ,4.37000 ,7.65667 ,7.43667 
4.37333 ,4.38667 ,4.30667 ,6.14333 ,4.16333 ,4.34333 ,7.72667 ,7.50333 
4.39667 ,4.39333 ,4.32000 ,6.23000 ,4.26667 ,4.30333 ,7.79000 ,7.54000 
4.42333 ,4.39667 ,4.30000 ,6.20000 ,4.40667 ,4.26667 ,7.84333 ,7.62000 
4.44000 ,4.44000 ,4.29000 ,6.27667 ,4.47333 ,4.23000 ,7.81333 ,7.64333 
4.44667 ,4.44000 ,4.25667 ,6.33333 ,4.54000 ,4.23333 ,7.76333 ,7.63000 
4.42333 ,4.41667 ,4.17333 ,6.38000 ,4.60000 ,4.24000 ,7.74000 ,7.63667 
4.40333 ,4.37333 ,4.08333 ,6.43000 ,4.68333 ,4.28333 ,7.73333 ,7.71000 
4.35000 ,4.32333 ,4.03333 ,6.47333 ,4.80000 ,4.25333 ,7.71000 ,7.83667 
4.38667 ,4.30000 ,4.07000 ,6.54000 ,4.89000 ,4.29000 ,7.71667 ,7.94000 
4.42333 ,4.38000 ,4.07000 ,6.62333 ,5.05000 ,4.29000 ,7.73333 ,7.94000 
4.46333 ,4.37333 ,4.00333 ,6.66000 ,5.14667 ,4.18667 ,7.79333 ,7.97000 
4.38000 ,4.39333 ,3.88667 ,6.72667 ,5.33000 ,4.17333 ,7.80000 ,7.95333 
4.38667 ,4.33000 ,3.85000 ,6.77000 ,5.29333 ,4.22333 ,7.84333 ,7.97000 
4.27667 ,4.29000 ,3.89333 ,6.77000 ,5.36667 ,4.23000 ,7.79333 ,7.94667 
4.29000 ,4.27667 ,3.91667 ,6.78667 ,5.33000 ,4.28333 ,7.73333 ,7.98333 
4.30000 ,4.24000 ,4.01667 ,6.80667 ,5.46333 ,4.23000 ,7.74000 ,8.03333 
4.30667 ,4.24000 ,4.14333 ,6.92333 ,5.54667 ,4.20333 ,7.80667 ,8.07000 
4.30667 ,4.21667 ,4.29000 ,6.92667 ,5.65667 ,4.15667 ,7.88000 ,8.10333 
4.29333 ,4.22000 ,4.32000 ,6.91667 ,5.66333 ,4.13667 ,7.87333 ,8.11667 
4.33000 ,4.25667 ,4.46000 ,6.88000 ,5.70667 ,4.12667 ,7.83000 ,8.15333 
4.34333 ,4.27000 ,4.56333 ,6.87333 ,5.70000 ,4.11333 ,7.76333 ,8.11000 
4.29333 ,4.25667 ,4.58667 ,6.88667 ,5.71333 ,4.10000 ,7.76000 ,8.06333 
4.24667 ,4.19667 ,4.70333 ,6.92333 ,5.78000 ,4.13000 ,7.74000 ,8.16000 
4.24667 ,4.13000 ,4.82333 ,6.90333 ,5.83333 ,4.15000 ,7.76000 ,8.24000 
4.31333 ,4.16667 ,4.93333 ,6.96333 ,5.92333 ,4.16333 ,7.76333 ,8.28667 
4.31333 ,4.18000 ,5.06667 ,7.04333 ,6.01000 ,4.11333 ,7.82000 ,8.27000 
4.30667 ,4.19667 ,5.06667 ,7.09667 ,5.99667 ,4.06000 ,7.80667 ,8.25667 
4.24000 ,4.15000 ,5.08333 ,7.16000 ,6.12000 ,4.05333 ,7.85000 ,8.26333 
4.24000 ,4.13000 ,5.12000 ,7.14667 ,6.10000 ,4.09000 ,7.86333 ,8.24000 
4.21667 ,4.05667 ,5.16333 ,7.16000 ,6.12000 ,4.13000 ,7.82667 ,8.23333 
4.21000 ,4.04000 ,5.21333 ,7.26667 ,5.99000 ,4.09000 ,7.76333 ,8.25667 
4.13667 ,3.99000 ,5.25333 ,7.36000 ,6.16000 ,4.06000 ,7.72333 ,8.28667 
4.21000 ,4.01000 ,5.36333 ,7.43333 ,6.26000 ,4.04667 ,7.84333 ,8.33667 
4.21667 ,4.01000 ,5.45000 ,7.45000 ,6.30667 ,3.99333 ,7.94667 ,8.34667 
4.21000 ,4.01000 ,5.50333 ,7.44333 ,6.29667 ,3.96000 ,7.89333 ,8.36667 
4.22667 ,3.99667 ,5.55333 ,7.41333 ,6.26000 ,3.92000 ,7.85000 ,8.33000 
4.21000 ,3.94333 ,5.57000 ,7.35333 ,6.31333 ,3.95667 ,7.80667 ,8.33000 
4.17333 ,3.93667 ,5.57000 ,7.40333 ,6.32000 ,3.98667 ,7.79000 ,8.32333 
4.13000 ,3.84000 ,5.60000 ,7.43333 ,6.30000 ,3.97333 ,7.77667 ,8.39667 
4.15333 ,3.83333 ,5.68667 ,7.45667 ,6.34333 ,3.95000 ,7.79000 ,8.48667 
4.19667 ,3.87667 ,5.81333 ,7.50000 ,6.38667 ,3.95667 ,7.78333 ,8.46333 
4.22000 ,3.87667 ,5.83667 ,7.55333 ,6.52667 ,3.87000 ,7.82667 ,8.47000 
4.18000 ,3.86333 ,5.84333 ,7.55333 ,6.52000 ,3.83333 ,7.87333 ,8.38333 
4.15333 ,3.82000 ,5.83333 ,7.56000 ,6.60000 ,3.87000 ,7.88667 ,8.42000 
4.04667 ,3.76667 ,5.85000 ,7.54000 ,6.56333 ,3.88333 ,7.80667 ,8.38333 
4.11333 ,3.71000 ,5.83333 ,7.49333 ,6.55000 ,3.92000 ,7.79000 ,8.41000 
4.08333 ,3.66333 ,5.88667 ,7.63333 ,6.63667 ,3.85667 ,7.78333 ,8.42000 
4.08333 ,3.62000 ,5.90667 ,7.68667 ,6.69667 ,3.82333 ,7.85667 ,8.44667 
4.10667 ,3.59667 ,6.00333 ,7.67667 ,6.77000 ,3.73667 ,7.92333 ,8.51333 
4.07000 ,3.59667 ,6.07000 ,7.57667 ,6.70667 ,3.71333 ,7.86667 ,8.51667 
4.10667 ,3.56667 ,6.12333 ,7.64333 ,6.74333 ,3.70000 ,7.86333 ,8.51333 
4.12000 ,3.54667 ,6.18333 ,7.67000 ,6.69000 ,3.64667 ,7.82667 ,8.48667 
4.09333 ,3.48667 ,6.14667 ,7.62000 ,6.70333 ,3.64667 ,7.77667 ,8.45667 
4.04667 ,3.44333 ,6.15333 ,7.65000 ,6.69667 ,3.61667 ,7.77667 ,8.51333 
4.03333 ,3.31667 ,6.28333 ,7.68000 ,6.74000 ,3.64667 ,7.79333 ,8.59000 
4.08667 ,3.30333 ,6.36667 ,7.71667 ,6.83000 ,3.60333 ,7.80667 ,8.60333 
4.08667 ,3.31667 ,6.42667 ,7.74667 ,6.78000 ,3.56667 ,7.85000 ,8.58333 
4.08333 ,3.37667 ,6.41667 ,7.76667 ,6.89000 ,3.47667 ,7.85000 ,8.51667 
4.05000 ,3.39000 ,6.44667 ,7.81000 ,6.90333 ,3.44000 ,7.88000 ,8.50667 
4.02000 ,3.44333 ,6.44667 ,7.79667 ,6.92000 ,3.45000 ,7.88667 ,8.48333 
3.99000 ,3.46333 ,6.44000 ,7.73000 ,6.88333 ,3.45667 ,7.86667 ,8.50000 
3.99000 ,3.55333 ,6.45667 ,7.79667 ,6.81667 ,3.38333 ,7.79333 ,8.50667 
3.87667 ,3.61333 ,6.49333 ,7.87000 ,6.96333 ,3.33667 ,7.76333 ,8.53667 
3.99000 ,3.68000 ,6.56000 ,7.90000 ,7.00667 ,3.31667 ,7.88000 ,8.58333 
4.01000 ,3.77333 ,6.59667 ,7.85667 ,7.00667 ,3.31667 ,7.96000 ,8.61667 
4.00333 ,3.88667 ,6.55667 ,7.85000 ,6.98333 ,3.36000 ,7.89333 ,8.62000 
4.02000 ,3.98333 ,6.64000 ,7.84000 ,6.95000 ,3.41000 ,7.87333 ,8.55333 
3.99000 ,3.98333 ,6.67667 ,7.81667 ,6.95000 ,3.49333 ,7.79333 ,8.58000 
3.97333 ,4.11333 ,6.62667 ,7.82667 ,6.92667 ,3.62000 ,7.82667 ,8.51667 
3.91667 ,4.10667 ,6.62333 ,7.87000 ,6.96333 ,3.69333 ,7.81333 ,8.59667 
3.94333 ,4.13000 ,6.74333 ,7.86333 ,6.94667 ,3.78000 ,7.79333 ,8.66333 
3.99000 ,4.27667 ,6.81667 ,7.91333 ,7.00667 ,3.79000 ,7.82667 ,8.64667 
4.00333 ,4.33000 ,6.83000 ,7.93667 ,7.01667 ,3.87000 ,7.86667 ,8.63333 
3.93667 ,4.38667 ,6.81667 ,7.96000 ,7.09000 ,3.92667 ,7.87333 ,8.56667 
3.94333 ,4.39667 ,6.80333 ,7.95000 ,7.09000 ,4.01000 ,7.88667 ,8.58333 
3.87667 ,4.43333 ,6.83333 ,7.91333 ,7.06667 ,4.12000 ,7.88000 ,8.54333 
3.86333 ,4.44000 ,6.80333 ,7.84000 ,7.01333 ,4.21000 ,7.82667 ,8.56000 
3.86333 ,4.48333 ,6.82333 ,7.98667 ,7.06000 ,4.21667 ,7.80000 ,8.56667 
3.86333 ,4.52667 ,6.80333 ,8.04000 ,7.11667 ,4.24667 ,7.86667 ,8.59667 
3.87667 ,4.58000 ,6.87000 ,8.01667 ,7.15333 ,4.24667 ,7.94000 ,8.65333 
3.85667 ,4.60333 ,6.92000 ,8.00333 ,7.14000 ,4.26667 ,7.88000 ,8.66333 
3.88667 ,4.70333 ,6.90667 ,7.97333 ,7.12667 ,4.28333 ,7.86667 ,8.65667 
3.89333 ,4.75000 ,6.93667 ,7.95333 ,7.09667 ,4.35667 ,7.84333 ,8.59000 
3.87000 ,4.81000 ,6.90000 ,7.97333 ,7.09000 ,4.42333 ,7.82667 ,8.56667 
3.80333 ,4.86000 ,6.86000 ,7.92333 ,7.08667 ,4.46667 ,7.80667 ,8.64667 
3.80333 ,4.83000 ,6.93667 ,7.96667 ,7.09000 ,4.55000 ,7.80000 ,8.69333 
3.82667 ,4.92000 ,6.98000 ,7.98667 ,7.10333 ,4.60667 ,7.80667 ,8.71333 
3.87000 ,4.98000 ,7.02333 ,8.02667 ,7.18333 ,4.61667 ,7.85667 ,8.67667 
3.85000 ,5.03000 ,6.99333 ,8.03333 ,7.19333 ,4.61333 ,7.86333 ,8.61667 
3.78333 ,5.00667 ,6.99333 ,8.03333 ,7.17000 ,4.63667 ,7.89667 ,8.61000 
3.78333 ,5.03667 ,6.97333 ,8.02667 ,7.19000 ,4.74667 ,7.87333 ,8.58333 
3.74000 ,5.03667 ,6.93333 ,7.94333 ,7.15333 ,4.84333 ,7.88000 ,8.60333 
3.73667 ,5.07333 ,6.97000 ,8.02333 ,7.08667 ,4.85333 ,7.80000 ,8.60333 
3.74000 ,5.08000 ,6.99333 ,8.10667 ,7.20667 ,4.84333 ,7.80667 ,8.62667 
3.70667 ,5.11333 ,6.98667 ,8.12667 ,7.26000 ,4.80667 ,7.88667 ,8.65333 
3.73000 ,5.17667 ,7.03667 ,8.07000 ,7.24333 ,4.82000 ,7.96000 ,8.68333 
3.72333 ,5.23000 ,7.10333 ,7.99667 ,7.23667 ,4.85333 ,7.91667 ,8.68333 
3.71667 ,5.28000 ,7.10667 ,8.01000 ,7.19000 ,4.86667 ,7.89667 ,8.65667 
3.71667 ,5.31000 ,7.07333 ,8.01667 ,7.20000 ,4.90333 ,7.83000 ,8.61667 
3.68000 ,5.38333 ,7.03667 ,8.00333 ,7.15667 ,4.95667 ,7.80000 ,8.58333 
3.62000 ,5.37667 ,7.01000 ,8.00333 ,7.12667 ,5.02000 ,7.82000 ,8.67000 
3.62000 ,5.37000 ,7.15000 ,8.05333 ,7.22000 ,5.05000 ,7.82000 ,8.72000 
3.65667 ,5.52333 ,7.16333 ,8.07667 ,7.19000 ,5.05000 ,7.82000 ,8.67000 
3.68667 ,5.59000 ,7.16333 ,8.10667 ,7.24333 ,5.06667 ,7.83000 ,8.68667 
3.65000 ,5.62000 ,7.09667 ,8.07000 ,7.26667 ,5.04333 ,7.86333 ,8.64000 
