正常合闸,正常分闸,虚假合闸,分闸不彻底,储能弹簧卡涩,操作机构卡涩,合闸螺栓松动,分闸螺栓松动
0.129089355,0.014343262,0.152282715,0.010681152,-0.344543457,-0.016174316,0.000915527,0.04486084
0.124206543,0.015563965,0.165710449,0.009460449,-0.19317627,-0.01739502,-0.001525879,0.04486084
0.11932373,0.009460449,0.174255371,0.00579834,-0.331115723,-0.01739502,-0.01373291,0.04486084
0.114440918,0.010681152,0.188903809,0.000915527,-0.711975098,-0.018615723,-0.022277832,0.04486084
0.109558105,0.014343262,0.202331543,-0.002746582,-0.711975098,-0.018615723,-0.006408691,0.04486084
0.107116699,0.013122559,0.203552246,-0.003967285,0.086364746,-0.018615723,0.039978027,0.04486084
0.110778809,0.009460449,0.188903809,-0.007629395,0.321960449,-0.01739502,0.098571777,0.04486084
0.11932373,0.009460449,0.165710449,-0.01373291,-0.200500488,-0.016174316,0.155944824,0.04486084
0.125427246,0.009460449,0.152282715,-0.018615723,-0.316467285,-0.014953613,0.193786621,0.04486084
0.130310059,0.007019043,0.147399902,-0.01739502,-0.613098145,-0.014953613,0.20111084,0.04486084
0.135192871,0.003356934,0.143737793,-0.016174316,-0.893859863,-0.01373291,0.193786621,0.04486084
0.137634277,0.00213623,0.14251709,-0.01739502,-0.144348145,-0.011291504,0.20111084,0.04486084
0.13885498,0.003356934,0.131530762,-0.01739502,0.329284668,-0.010070801,0.223083496,0.04486084
0.141296387,0.00213623,0.110778809,-0.012512207,-0.049133301,-0.008850098,0.25604248,0.04486084
0.148620605,-0.002746582,0.094909668,-0.007629395,-0.383605957,-0.008850098,0.310974121,0.04486084
0.152282715,-0.005187988,0.087585449,-0.002746582,-0.650939941,-0.008850098,0.408630371,0.04486084
0.149841309,-0.005187988,0.08392334,0.004577637,-0.17364502,-0.007629395,0.53314209,0.04486084
0.143737793,-0.005187988,0.070495605,0.013122559,0.74798584,-0.008850098,0.608825684,0.04486084
0.135192871,-0.006408691,0.049743652,0.018005371,0.364685059,-0.010070801,0.574645996,0.04486084
0.125427246,-0.006408691,0.043640137,0.020446777,-0.58380127,-0.01373291,0.433044434,0.04486084
0.114440918,-0.007629395,0.04486084,0.022888184,-0.563049316,-0.01739502,0.231628418,0.04486084
0.098571777,-0.006408691,0.04486084,0.026550293,-0.355529785,-0.019836426,0.028991699,0.04486084
0.085144043,-0.005187988,0.043640137,0.027770996,-0.376281738,-0.023498535,-0.141906738,0.04486084
0.075378418,-0.007629395,0.046081543,0.026550293,0.124206543,-0.027160645,-0.277404785,0.046081543
0.068054199,-0.012512207,0.055847168,0.022888184,0.635681152,-0.032043457,-0.379943848,0.046081543
0.06439209,-0.010070801,0.061950684,0.018005371,0.330505371,-0.03692627,-0.459289551,0.046081543
0.068054199,-0.002746582,0.053405762,0.013122559,-0.450744629,-0.040588379,-0.530090332,0.04486084
0.075378418,-0.000305176,0.026550293,0.009460449,-0.547180176,-0.044250488,-0.631408691,0.046081543
0.08026123,-0.000305176,-0.021057129,0.00213623,-0.019836426,-0.047912598,-0.805969238,0.046081543
0.08392334,0.003356934,-0.096740723,-0.007629395,0.04119873,-0.050354004,-1.045227051,0.046081543
0.082702637,0.007019043,0.000915527,-0.012512207,-0.422668457,-0.055236816,-1.305236816,0.046081543
0.076599121,0.008239746,0.350036621,-0.014953613,-0.842590332,-0.060119629,-1.553039551,0.046081543
0.072937012,0.007019043,0.362243652,-0.018615723,-0.763244629,-0.062561035,-1.777648926,0.046081543
0.072937012,0.010681152,-0.051574707,-0.022277832,-0.174865723,-0.063781738,-1.991271973,0.046081543
0.071716309,0.015563965,-0.256652832,-0.023498535,0.296325684,-0.065002441,-2.190246582,0.046081543
0.066833496,0.016784668,-0.216369629,-0.024719238,0.048522949,-0.066223145,-2.347717285,0.046081543
0.054626465,0.014343262,-0.376281738,-0.027160645,-0.50567627,-0.066223145,-2.45513916,0.046081543
0.037536621,0.013122559,-0.397033691,-0.024719238,-0.791320801,-0.065002441,-2.516174316,0.046081543
0.027770996,0.011901855,-0.065002441,-0.018615723,-0.547180176,-0.062561035,-2.538146973,0.046081543
0.024108887,0.011901855,-0.188293457,-0.011291504,-0.332336426,-0.058898926,-2.519836426,0.046081543
0.019226074,0.010681152,-0.364074707,-0.008850098,-0.44342041,-0.055236816,-2.457580566,0.04486084
-0.003967285,0.009460449,-0.215148926,-0.006408691,-0.223693848,-0.054016113,-2.355041504,0.04486084
-0.047912598,0.010681152,0.000915527,-0.003967285,0.02166748,-0.049133301,-2.230529785,0.04486084
0.003356934,0.011901855,0.25970459,-0.001525879,-0.167541504,-0.043029785,-2.10723877,0.04486084
0.127868652,0.008239746,0.024108887,-0.001525879,0.09979248,-0.03692627,-1.982727051,0.04486084
0.058288574,0.00213623,-0.361633301,-0.005187988,0.715026855,-0.030822754,-1.835021973,0.04486084
-0.09185791,-0.000305176,-0.582580566,-0.007629395,0.37322998,-0.023498535,-1.639709473,0.04486084
-0.117492676,0.00213623,-0.62286377,-0.011291504,-0.305480957,-0.016174316,-1.383361816,0.04486084
-0.17364502,0.000915527,-0.372619629,-0.014953613,-0.018615723,-0.007629395,-1.07208252,0.04486084
-0.273742676,-0.002746582,-0.401916504,-0.021057129,0.370788574,0.00213623,-0.726623535,0.04486084
-0.265197754,-0.001525879,-0.542297363,-0.025939941,0.268249512,0.008239746,-0.379943848,0.043640137
-0.162658691,0.004577637,-0.246887207,-0.029602051,0.12298584,0.010681152,-0.047912598,0.04486084
-0.218811035,0.003356934,0.043640137,-0.030822754,0.033874512,0.009460449,0.249938965,0.043640137
-0.278625488,-0.002746582,-0.157775879,-0.03326416,0.248718262,0.011901855,0.491638184,0.04486084
-0.085754395,-0.002746582,-0.221252441,-0.032043457,0.922546387,0.018005371,0.699157715,0.043640137
-0.028381348,0.004577637,0.035095215,-0.025939941,1.443786621,0.02532959,0.911560059,0.043640137
-0.145568848,0.008239746,-0.377502441,-0.019836426,1.496276855,0.028991699,1.127624512,0.043640137
-0.088195801,0.00579834,-1.074523926,-0.014953613,1.031188965,0.024108887,1.33026123,0.043640137
-0.099182129,0.004577637,-0.805969238,-0.012512207,0.339050293,0.015563965,1.519470215,0.043640137
-0.362854004,0.008239746,-0.255432129,-0.007629395,0.027770996,0.00579834,1.702575684,0.043640137
-0.34942627,0.010681152,-0.370178223,-0.001525879,0.113220215,0.000915527,1.87713623,0.043640137
-0.143127441,0.004577637,-0.503234863,0.00213623,0.238952637,-0.003967285,2.019958496,0.043640137
-0.373840332,0.003356934,-0.483703613,0.004577637,0.20111084,-0.01373291,2.105407715,0.043640137
-0.542297363,0.008239746,-0.342102051,0.009460449,-0.121154785,-0.022277832,2.122497559,0.043640137
-0.238342285,0.010681152,-0.038146973,0.015563965,0.043640137,-0.029602051,2.085876465,0.043640137
-0.121154785,0.00579834,-0.077209473,0.018005371,0.771179199,-0.034484863,2.030944824,0.043640137
-0.05645752,0.000915527,-0.216369629,0.018005371,0.979919434,-0.032043457,1.983337402,0.043640137
0.133972168,0.00213623,-0.438537598,0.018005371,0.717468262,-0.022277832,1.932067871,0.043640137
-0.18951416,0.003356934,-0.708312988,0.016784668,0.437927246,-0.010070801,1.847839355,0.043640137
-0.409240723,-0.000305176,-0.517883301,0.011901855,-0.216369629,0.004577637,1.716003418,0.043640137
-0.250549316,-0.006408691,0.068054199,0.007019043,-0.359191895,0.015563965,1.540222168,0.043640137
-0.354309082,-0.007629395,0.444030762,0.004577637,0.249938965,0.020446777,1.324157715,0.042419434
-0.102844238,-0.002746582,0.027770996,0.000915527,0.408630371,0.026550293,1.077575684,0.043640137
0.079040527,-0.002746582,-0.481262207,-0.005187988,0.195007324,0.036315918,0.829772949,0.042419434
-0.514221191,-0.005187988,-0.283508301,-0.012512207,-0.107727051,0.049743652,0.629577637,0.042419434
-0.471496582,-0.003967285,0.292663574,-0.016174316,-0.431213379,0.066833496,0.505065918,0.043640137
0.208435059,-0.000305176,0.678405762,-0.016174316,0.135192871,0.081481934,0.424499512,0.042419434
0.184020996,0.00213623,0.367126465,-0.016174316,0.871276855,0.092468262,0.329284668,0.042419434
-0.107727051,0.000915527,-0.244445801,-0.012512207,0.579528809,0.09979248,0.19744873,0.042419434
-0.016174316,0.00213623,-0.414123535,-0.005187988,0.301208496,0.108337402,0.057067871,0.042419434
-0.188293457,0.00579834,-0.202941895,-0.000305176,0.14251709,0.11932373,-0.060119629,0.042419434
-0.62286377,0.007019043,-0.018615723,0.003356934,-0.902404785,0.132751465,-0.146789551,0.042419434
-0.36895752,0.004577637,0.358581543,0.007019043,-1.565246582,0.14251709,-0.194396973,0.042419434
0.213317871,0.004577637,0.771179199,0.010681152,-0.886535645,0.143737793,-0.187072754,0.042419434
0.024108887,0.007019043,0.39642334,0.015563965,0.149841309,0.141296387,-0.137023926,0.042419434
-0.300598145,0.009460449,-0.244445801,0.016784668,0.563659668,0.141296387,-0.074768066,0.042419434
-0.26763916,0.009460449,-0.073547363,0.016784668,-0.028381348,0.14251709,-0.01373291,0.042419434
-0.348205566,0.007019043,0.166931152,0.016784668,-0.72052002,0.143737793,0.038757324,0.042419434
0.06072998,0.007019043,-0.067443848,0.018005371,-0.419006348,0.14251709,0.065612793,0.042419434
0.459899902,0.008239746,0.113220215,0.014343262,-0.235900879,0.13885498,0.070495605,0.042419434
-0.213928223,0.008239746,0.390319824,0.010681152,-0.902404785,0.132751465,0.086364746,0.042419434
-0.676574707,0.00579834,0.336608887,0.00579834,-1.042785645,0.12298584,0.118103027,0.043640137
-0.34576416,0.003356934,0.260925293,0.00213623,-0.711975098,0.111999512,0.096130371,0.043640137
-0.299377441,0.00213623,0.069274902,-0.001525879,-0.960998535,0.104675293,-0.01373291,0.043640137
-0.52520752,0.004577637,-0.057678223,-0.006408691,-1.180725098,0.105895996,-0.122375488,0.043640137
-0.071105957,0.004577637,0.02166748,-0.010070801,-0.626525879,0.109558105,-0.099182129,0.043640137
0.481872559,0.003356934,0.225524902,-0.012512207,0.010681152,0.111999512,0.058288574,0.043640137
0.276794434,0.003356934,0.369567871,-0.01373291,0.143737793,0.113220215,0.17791748,0.043640137
0.015563965,0.003356934,0.263366699,-0.016174316,0.308532715,0.114440918,0.118103027,0.043640137
0.127868652,0.000915527,-0.007629395,-0.016174316,0.280456543,0.116882324,-0.035705566,0.04486084
0.151062012,-0.001525879,-0.20904541,-0.014953613,-0.493469238,0.126647949,-0.156555176,0.04486084
0.102233887,-0.000305176,-0.223693848,-0.01373291,-1.097717285,0.137634277,-0.272521973,0.04486084
-0.065002441,0.003356934,-0.09552002,-0.011291504,-1.086730957,0.144958496,-0.417785645,0.04486084
-0.491027832,0.00579834,0.088806152,-0.007629395,-1.094055176,0.153503418,-0.52154541,0.04486084
-0.223693848,0.00579834,0.49041748,-0.005187988,-0.790100098,0.160827637,-0.531311035,0.046081543
0.619812012,0.00579834,0.606384277,-0.002746582,-0.360412598,0.168151855,-0.459289551,0.04486084
0.68939209,0.008239746,-0.086975098,-0.001525879,-0.763244629,0.170593262,-0.38848877,0.046081543
0.195007324,0.009460449,-0.602111816,-0.000305176,-0.867004395,0.169372559,-0.411682129,0.046081543
-0.172424316,0.008239746,-0.488586426,0.000915527,0.262145996,0.166931152,-0.488586426,0.046081543
0.014343262,0.00579834,-0.311584473,0.000915527,0.909118652,0.164489746,-0.527648926,0.046081543
0.597839355,0.007019043,-0.344543457,0.00213623,0.621032715,0.164489746,-0.523986816,0.046081543
0.518493652,0.008239746,-0.353088379,0.00213623,0.555114746,0.160827637,-0.553283691,0.046081543
-0.067443848,0.007019043,-0.180969238,0.00213623,0.063171387,0.147399902,-0.713195801,0.046081543
-0.184631348,0.003356934,-0.28717041,0.003356934,-0.940246582,0.133972168,-1.001281738,0.046081543
-0.190734863,0.000915527,-0.249328613,0.000915527,-0.810852051,0.12298584,-1.256408691,0.046081543
-0.42755127,-0.001525879,0.336608887,-0.001525879,0.043640137,0.114440918,-1.300354004,0.046081543
-0.201721191,-0.003967285,0.453796387,-0.000305176,0.270690918,0.107116699,-1.112365723,0.046081543
0.352478027,-0.005187988,0.165710449,0.00213623,0.302429199,0.09979248,-0.820617676,0.046081543
0.653991699,-0.006408691,0.04486084,0.00213623,0.429382324,0.088806152,-0.636291504,0.046081543
0.151062012,-0.006408691,-0.295715332,0.00213623,0.368347168,0.076599121,-0.675354004,0.046081543
-0.422668457,-0.008850098,-0.48614502,0.003356934,0.535583496,0.069274902,-0.87310791,0.046081543
-0.03326416,-0.012512207,-0.36895752,0.007019043,0.918884277,0.066833496,-1.047668457,0.046081543
0.066833496,-0.01373291,-0.185852051,0.009460449,1.009216309,0.06072998,-1.01348877,0.046081543
-0.288391113,-0.008850098,0.033874512,0.009460449,0.878601074,0.049743652,-0.852355957,0.046081543
-0.392150879,-0.006408691,0.068054199,0.011901855,0.290222168,0.037536621,-0.809631348,0.046081543
-0.680236816,-0.003967285,0.249938965,0.014343262,-0.498352051,0.02532959,-0.85357666,0.046081543
-0.648498535,-0.001525879,0.328063965,0.015563965,-0.437316895,0.020446777,-0.831604004,0.046081543
-0.060119629,0.000915527,-0.085754395,0.015563965,0.45501709,0.019226074,-0.792541504,0.046081543
0.267028809,0.003356934,-0.093078613,0.016784668,1.117858887,0.018005371,-0.782775879,0.047302246
0.398864746,0.004577637,0.329284668,0.018005371,1.009216309,0.016784668,-0.762023926,0.046081543
0.237731934,0.007019043,0.221862793,0.016784668,0.53314209,0.015563965,-0.65826416,0.047302246
-0.401916504,0.008239746,-0.327453613,0.014343262,0.332946777,0.015563965,-0.421447754,0.047302246
-0.406799316,0.009460449,-0.506896973,0.013122559,0.45135498,0.015563965,-0.133361816,0.046081543
-0.176086426,0.009460449,-0.062561035,0.013122559,0.653991699,0.013122559,0.101013184,0.046081543
-0.434875488,0.009460449,0.165710449,0.009460449,0.727233887,0.00579834,0.212097168,0.047302246
-0.227355957,0.010681152,0.085144043,0.004577637,0.424499512,-0.005187988,0.180358887,0.047302246
-0.003967285,0.009460449,0.171813965,-0.000305176,0.054626465,-0.01373291,0.204772949,0.047302246
-0.362854004,0.008239746,-0.178527832,-0.003967285,0.011901855,-0.014953613,0.450134277,0.047302246
-0.278625488,0.007019043,-0.669250488,-0.006408691,0.068054199,-0.012512207,0.772399902,0.047302246
0.29876709,0.00579834,-0.676574707,-0.011291504,0.163269043,-0.012512207,0.992126465,0.047302246
0.212097168,0.004577637,-0.58013916,-0.014953613,0.297546387,-0.01739502,1.086120605,0.047302246
0.081481934,0.004577637,-0.639953613,-0.01739502,0.238952637,-0.025939941,1.165466309,0.047302246
0.346374512,0.00213623,-0.797424316,-0.014953613,0.131530762,-0.035705566,1.311950684,0.047302246
-0.11138916,-0.000305176,-0.411682129,-0.011291504,0.155944824,-0.041809082,1.418151855,0.047302246
-0.500793457,-0.001525879,-0.01373291,-0.007629395,-0.07598877,-0.046691895,1.430358887,0.047302246
-0.30670166,-0.000305176,-0.314025879,-0.003967285,-0.42388916,-0.047912598,1.413269043,0.047302246
-0.296936035,-0.001525879,-0.390930176,-0.000305176,-0.314025879,-0.05279541,1.377868652,0.047302246
-0.38848877,-0.002746582,-0.335998535,0.00213623,0.02532959,-0.065002441,1.357116699,0.047302246
-0.448303223,-0.000305176,-0.373840332,0.003356934,0.286560059,-0.074768066,1.351013184,0.047302246
-0.007629395,0.000915527,0.043640137,0.00579834,0.613708496,-0.077209473,1.307067871,0.047302246
0.558776855,-0.000305176,0.346374512,0.007019043,0.844421387,-0.079650879,1.27532959,0.047302246
0.492858887,0.00213623,0.223083496,0.007019043,0.804138184,-0.080871582,1.23260498,0.047302246
0.212097168,0.004577637,-0.222473145,0.00579834,0.863952637,-0.083312988,1.09588623,0.047302246
-0.140686035,0.00579834,-0.692443848,0.004577637,1.06048584,-0.085754395,0.942077637,0.047302246
-0.50567627,0.004577637,-0.450744629,0.003356934,0.877380371,-0.084533691,0.844421387,0.047302246
-0.222473145,0.004577637,0.070495605,0.00213623,0.159606934,-0.080871582,0.70526123,0.047302246
-0.057678223,0.00579834,0.22064209,-0.000305176,-0.508117676,-0.082092285,0.422058105,0.047302246
-0.179748535,0.007019043,0.131530762,-0.001525879,-0.605773926,-0.086975098,0.042419434,0.047302246
0.302429199,0.004577637,-0.19317627,-0.002746582,-0.346984863,-0.088195801,-0.25177002,0.047302246
0.232849121,0.00579834,-0.489807129,-0.003967285,-0.019836426,-0.018615723,-0.342102051,0.046081543
-0.137023926,0.004577637,-0.375061035,-0.003967285,0.583190918,0.042419434,-0.351867676,0.046081543
0.148620605,0.00213623,-0.016174316,-0.002746582,1.282653809,-0.372619629,-0.527648926,0.047302246
0.278015137,-0.001525879,0.35369873,-0.002746582,1.453552246,-0.805969238,-0.888977051,0.047302246
0.478210449,-0.005187988,0.346374512,-0.002746582,1.13494873,-0.565490723,-1.133117676,0.046081543
0.198669434,-0.005187988,-0.001525879,-0.000305176,0.774841309,-0.536193848,-1.095275879,0.046081543
-0.628967285,-0.006408691,-0.226135254,0.004577637,0.469665527,-0.517883301,-0.97076416,0.046081543
-0.500793457,-0.007629395,-0.085754395,0.010681152,0.199890137,0.094909668,-0.986633301,0.046081543
0.094909668,-0.006408691,0.263366699,0.016784668,-0.133361816,-0.014953613,-1.179504395,0.046081543
0.059509277,-0.006408691,0.330505371,0.020446777,-0.497131348,-0.61920166,-1.379699707,0.046081543
-0.044250488,-0.006408691,0.395202637,0.024108887,-0.559387207,-0.534973145,-1.413879395,0.046081543
0.069274902,-0.005187988,0.205993652,0.02532959,-0.126037598,-0.124816895,-1.351623535,0.046081543
0.042419434,-0.003967285,-0.473937988,0.028991699,0.491638184,0.219421387,-1.340637207,0.04486084
0.108337402,-0.000305176,-0.409240723,0.028991699,0.668640137,-0.050354004,-1.352844238,0.04486084
0.293884277,0.003356934,0.303649902,0.026550293,0.33416748,-0.52154541,-1.260070801,0.04486084
0.589294434,0.00579834,0.584411621,0.024108887,0.159606934,-0.513000488,-1.007385254,0.04486084
0.461120605,0.00579834,0.577087402,0.024108887,0.575866699,-0.886535645,-0.725402832,0.04486084
-0.155334473,0.007019043,0.302429199,0.022888184,1.203308105,-0.744934082,-0.587463379,0.04486084
-0.419006348,0.008239746,-0.01373291,0.019226074,1.298522949,0.485534668,-0.596008301,0.04486084
-0.522766113,0.008239746,0.147399902,0.013122559,0.660095215,0.586853027,-0.602111816,0.04486084
-0.343322754,0.007019043,0.048522949,0.008239746,-0.096740723,0.159606934,-0.484924316,0.04486084
0.428161621,0.007019043,-0.079650879,0.003356934,-0.465393066,0.251159668,-0.322570801,0.04486084
